Year,Month,Global,NH,SH,Day,Date
1892,6,-0.402,-0.134,-0.938,15,1892-06-15
1892,7,-0.429,-0.313,-0.66,15,1892-07-15
1892,8,-0.308,-0.243,-0.439,15,1892-08-15
1892,9,-0.252,0.06,-0.876,15,1892-09-15
1892,10,-0.391,-0.246,-0.681,15,1892-10-15
1892,11,-0.866,-1.107,-0.384,15,1892-11-15
1892,12,-1.413,-1.668,-0.902,15,1892-12-15
1893,1,-2.21,-2.802,-1.026,15,1893-01-15
1893,2,-1.573,-1.904,-0.911,15,1893-02-15
1893,3,-0.523,-0.577,-0.415,15,1893-03-15
1893,4,-0.584,-0.486,-0.78,15,1893-04-15
1893,5,-0.72,-0.763,-0.632,15,1893-05-15
1893,6,-0.394,-0.165,-0.853,15,1893-06-15
1893,7,-0.099,-0.03,-0.236,15,1893-07-15
1893,8,-0.341,-0.161,-0.699,15,1893-08-15
1893,9,-0.344,-0.158,-0.716,15,1893-09-15
1893,10,-0.229,-0.06,-0.566,15,1893-10-15
1893,11,-0.455,-0.439,-0.486,15,1893-11-15
1893,12,-0.461,-0.482,-0.419,15,1893-12-15
1894,1,-0.696,-0.795,-0.498,15,1894-01-15
1894,2,-0.371,-0.142,-0.829,15,1894-02-15
1894,3,-0.254,-0.06,-0.642,15,1894-03-15
1894,4,-0.531,-0.325,-0.943,15,1894-04-15
1894,5,-0.541,-0.16,-1.305,15,1894-05-15
1894,6,-0.601,-0.344,-1.114,15,1894-06-15
1894,7,-0.41,-0.054,-1.122,15,1894-07-15
1894,8,-0.318,-0.072,-0.809,15,1894-08-15
1894,9,-0.637,-0.386,-1.14,15,1894-09-15
1894,10,-0.369,-0.34,-0.428,15,1894-10-15
1894,11,-0.485,-0.695,-0.065,15,1894-11-15
1894,12,-0.544,-0.523,-0.587,15,1894-12-15
1895,1,-1.225,-1.381,-0.912,15,1895-01-15
1895,2,-1.515,-1.843,-0.86,15,1895-02-15
1895,3,-0.771,-0.839,-0.635,15,1895-03-15
1895,4,-0.5,-0.361,-0.776,15,1895-04-15
1895,5,-0.483,-0.284,-0.881,15,1895-05-15
1895,6,-0.382,-0.347,-0.453,15,1895-06-15
1895,7,-0.564,-0.262,-1.167,15,1895-07-15
1895,8,-0.336,-0.306,-0.397,15,1895-08-15
1895,9,-0.168,0.115,-0.734,15,1895-09-15
1895,10,-0.316,-0.327,-0.293,15,1895-10-15
1895,11,-0.415,-0.382,-0.48,15,1895-11-15
1895,12,-0.295,-0.407,-0.069,15,1895-12-15
1896,1,-0.368,-0.487,-0.13,15,1896-01-15
1896,2,-0.364,-0.351,-0.391,15,1896-02-15
1896,3,-0.94,-1.165,-0.489,15,1896-03-15
1896,4,-0.895,-1.028,-0.629,15,1896-04-15
1896,5,-0.33,-0.087,-0.817,15,1896-05-15
1896,6,-0.245,0.15,-1.034,15,1896-06-15
1896,7,-0.222,-0.031,-0.603,15,1896-07-15
1896,8,-0.275,-0.141,-0.544,15,1896-08-15
1896,9,-0.196,-0.119,-0.35,15,1896-09-15
1896,10,0.105,0.09,0.135,15,1896-10-15
1896,11,-0.942,-1.198,-0.43,15,1896-11-15
1896,12,-0.182,-0.334,0.121,15,1896-12-15
1897,1,-0.682,-0.733,-0.579,15,1897-01-15
1897,2,-0.563,-0.594,-0.5,15,1897-02-15
1897,3,-0.897,-1.108,-0.476,15,1897-03-15
1897,4,-0.119,-0.214,0.071,15,1897-04-15
1897,5,-0.036,0.256,-0.621,15,1897-05-15
1897,6,-0.15,-0.101,-0.249,15,1897-06-15
1897,7,-0.094,0.115,-0.512,15,1897-07-15
1897,8,-0.202,0.073,-0.751,15,1897-08-15
1897,9,-0.018,0.28,-0.615,15,1897-09-15
1897,10,-0.273,-0.115,-0.59,15,1897-10-15
1897,11,-0.441,-0.672,0.021,15,1897-11-15
1897,12,-0.547,-0.805,-0.031,15,1897-12-15
1898,1,0.25,0.463,-0.178,15,1898-01-15
1898,2,-0.663,-0.797,-0.395,15,1898-02-15
1898,3,-1.47,-1.935,-0.541,15,1898-03-15
1898,4,-0.774,-0.729,-0.864,15,1898-04-15
1898,5,-0.686,-0.431,-1.195,15,1898-05-15
1898,6,-0.223,-0.171,-0.326,15,1898-06-15
1898,7,-0.303,-0.124,-0.662,15,1898-07-15
1898,8,-0.144,0.072,-0.575,15,1898-08-15
1898,9,-0.099,0.012,-0.321,15,1898-09-15
1898,10,-0.596,-0.574,-0.638,15,1898-10-15
1898,11,-0.465,-0.511,-0.374,15,1898-11-15
1898,12,-0.18,-0.144,-0.251,15,1898-12-15
1899,1,-0.206,0.1,-0.818,15,1899-01-15
1899,2,-0.801,-1.055,-0.293,15,1899-02-15
1899,3,-0.922,-1.271,-0.225,15,1899-03-15
1899,4,-0.363,-0.394,-0.302,15,1899-04-15
1899,5,-0.559,-0.4,-0.878,15,1899-05-15
1899,6,-0.61,-0.47,-0.891,15,1899-06-15
1899,7,-0.258,-0.14,-0.495,15,1899-07-15
1899,8,-0.217,-0.083,-0.485,15,1899-08-15
1899,9,0.039,0.121,-0.125,15,1899-09-15
1899,10,-0.175,0.125,-0.774,15,1899-10-15
1899,11,0.31,0.727,-0.525,15,1899-11-15
1899,12,-0.645,-1.015,0.095,15,1899-12-15
1900,1,-0.642,-0.846,-0.236,15,1900-01-15
1900,2,-0.427,-0.746,0.21,15,1900-02-15
1900,3,-0.416,-0.437,-0.374,15,1900-03-15
1900,4,-0.464,-0.505,-0.382,15,1900-04-15
1900,5,-0.246,-0.122,-0.493,15,1900-05-15
1900,6,-0.016,-0.069,0.091,15,1900-06-15
1900,7,-0.261,-0.209,-0.365,15,1900-07-15
1900,8,-0.137,0.01,-0.429,15,1900-08-15
1900,9,-0.247,-0.115,-0.512,15,1900-09-15
1900,10,0.29,0.486,-0.102,15,1900-10-15
1900,11,-0.203,-0.356,0.102,15,1900-11-15
1900,12,0.026,0.167,-0.256,15,1900-12-15
1901,1,-0.308,-0.271,-0.384,15,1901-01-15
1901,2,-0.429,-0.513,-0.259,15,1901-02-15
1901,3,-0.067,0.143,-0.488,15,1901-03-15
1901,4,-0.018,0.212,-0.476,15,1901-04-15
1901,5,-0.188,-0.15,-0.266,15,1901-05-15
1901,6,0.084,0.159,-0.068,15,1901-06-15
1901,7,-0.05,0.239,-0.628,15,1901-07-15
1901,8,-0.066,0.114,-0.427,15,1901-08-15
1901,9,-0.09,-0.203,0.136,15,1901-09-15
1901,10,-0.196,-0.136,-0.317,15,1901-10-15
1901,11,-0.34,-0.525,0.03,15,1901-11-15
1901,12,-0.471,-0.702,-0.008,15,1901-12-15
1902,1,-0.127,0.084,-0.547,15,1902-01-15
1902,2,-0.065,0.008,-0.211,15,1902-02-15
1902,3,-0.516,-0.604,-0.34,15,1902-03-15
1902,4,-0.518,-0.769,-0.018,15,1902-04-15
1902,5,-0.492,-0.713,-0.051,15,1902-05-15
1902,6,-0.327,-0.491,0.0,15,1902-06-15
1902,7,-0.411,-0.436,-0.36,15,1902-07-15
1902,8,-0.48,-0.238,-0.965,15,1902-08-15
1902,9,-0.39,-0.422,-0.325,15,1902-09-15
1902,10,-0.6,-0.624,-0.55,15,1902-10-15
1902,11,-0.786,-1.096,-0.166,15,1902-11-15
1902,12,-0.931,-1.229,-0.335,15,1902-12-15
1903,1,-0.276,-0.14,-0.549,15,1903-01-15
1903,2,0.132,0.42,-0.444,15,1903-02-15
1903,3,-0.194,-0.215,-0.151,15,1903-03-15
1903,4,-0.61,-0.556,-0.718,15,1903-04-15
1903,5,-0.617,-0.637,-0.576,15,1903-05-15
1903,6,-0.571,-0.643,-0.426,15,1903-06-15
1903,7,-0.488,-0.515,-0.436,15,1903-07-15
1903,8,-0.417,-0.431,-0.39,15,1903-08-15
1903,9,-0.33,-0.362,-0.268,15,1903-09-15
1903,10,-0.601,-0.544,-0.713,15,1903-10-15
1903,11,-0.609,-0.586,-0.656,15,1903-11-15
1903,12,-0.759,-0.681,-0.915,15,1903-12-15
1904,1,-0.84,-0.852,-0.815,15,1904-01-15
1904,2,-0.789,-0.651,-1.066,15,1904-02-15
1904,3,-0.88,-0.824,-0.991,15,1904-03-15
1904,4,-0.491,-0.611,-0.25,15,1904-04-15
1904,5,-0.494,-0.394,-0.692,15,1904-05-15
1904,6,-0.439,-0.445,-0.427,15,1904-06-15
1904,7,-0.501,-0.558,-0.389,15,1904-07-15
1904,8,-0.384,-0.32,-0.513,15,1904-08-15
1904,9,-0.5,-0.532,-0.435,15,1904-09-15
1904,10,-0.398,-0.205,-0.782,15,1904-10-15
1904,11,-0.247,-0.117,-0.508,15,1904-11-15
1904,12,-0.466,-0.384,-0.629,15,1904-12-15
1905,1,-0.476,-0.517,-0.396,15,1905-01-15
1905,2,-1.239,-1.391,-0.935,15,1905-02-15
1905,3,-0.505,-0.551,-0.413,15,1905-03-15
1905,4,-0.668,-0.831,-0.342,15,1905-04-15
1905,5,-0.396,-0.359,-0.468,15,1905-05-15
1905,6,-0.153,-0.171,-0.116,15,1905-06-15
1905,7,-0.314,-0.105,-0.732,15,1905-07-15
1905,8,-0.237,-0.115,-0.48,15,1905-08-15
1905,9,-0.178,0.021,-0.577,15,1905-09-15
1905,10,-0.452,-0.332,-0.692,15,1905-10-15
1905,11,-0.031,0.186,-0.465,15,1905-11-15
1905,12,-0.076,0.083,-0.396,15,1905-12-15
1906,1,-0.082,-0.177,0.107,15,1906-01-15
1906,2,-0.49,-0.79,0.111,15,1906-02-15
1906,3,-0.508,-0.582,-0.36,15,1906-03-15
1906,4,0.134,0.197,0.009,15,1906-04-15
1906,5,-0.031,0.001,-0.096,15,1906-05-15
1906,6,-0.07,0.128,-0.466,15,1906-06-15
1906,7,-0.2,-0.155,-0.291,15,1906-07-15
1906,8,-0.09,0.042,-0.352,15,1906-08-15
1906,9,-0.262,-0.09,-0.607,15,1906-09-15
1906,10,-0.122,-0.0,-0.366,15,1906-10-15
1906,11,-0.603,-0.476,-0.856,15,1906-11-15
1906,12,-0.105,0.191,-0.696,15,1906-12-15
1907,1,-0.717,-0.811,-0.528,15,1907-01-15
1907,2,-0.784,-0.987,-0.376,15,1907-02-15
1907,3,-0.534,-0.526,-0.55,15,1907-03-15
1907,4,-0.774,-0.879,-0.563,15,1907-04-15
1907,5,-0.928,-1.027,-0.728,15,1907-05-15
1907,6,-0.663,-0.705,-0.58,15,1907-06-15
1907,7,-0.442,-0.389,-0.547,15,1907-07-15
1907,8,-0.529,-0.401,-0.784,15,1907-08-15
1907,9,-0.356,-0.243,-0.582,15,1907-09-15
1907,10,-0.11,0.059,-0.447,15,1907-10-15
1907,11,-0.795,-0.886,-0.614,15,1907-11-15
1907,12,-0.661,-0.628,-0.728,15,1907-12-15
1908,1,-0.309,-0.357,-0.213,15,1908-01-15
1908,2,-0.32,-0.261,-0.439,15,1908-02-15
1908,3,-0.9,-1.142,-0.416,15,1908-03-15
1908,4,-0.585,-0.551,-0.652,15,1908-04-15
1908,5,-0.407,-0.309,-0.603,15,1908-05-15
1908,6,-0.286,-0.16,-0.536,15,1908-06-15
1908,7,-0.299,-0.257,-0.384,15,1908-07-15
1908,8,-0.434,-0.365,-0.573,15,1908-08-15
1908,9,-0.196,-0.04,-0.508,15,1908-09-15
1908,10,-0.465,-0.346,-0.702,15,1908-10-15
1908,11,-0.773,-0.95,-0.42,15,1908-11-15
1908,12,-0.484,-0.572,-0.308,15,1908-12-15
1909,1,-0.745,-0.859,-0.519,15,1909-01-15
1909,2,-0.565,-0.475,-0.744,15,1909-02-15
1909,3,-0.898,-1.134,-0.426,15,1909-03-15
1909,4,-0.746,-0.864,-0.511,15,1909-04-15
1909,5,-0.746,-0.715,-0.807,15,1909-05-15
1909,6,-0.365,-0.353,-0.388,15,1909-06-15
1909,7,-0.33,-0.276,-0.437,15,1909-07-15
1909,8,0.06,0.041,0.097,15,1909-08-15
1909,9,-0.068,0.074,-0.35,15,1909-09-15
1909,10,-0.089,0.005,-0.279,15,1909-10-15
1909,11,-0.039,0.218,-0.551,15,1909-11-15
1909,12,-0.66,-0.578,-0.823,15,1909-12-15
1910,1,-0.177,-0.028,-0.475,15,1910-01-15
1910,2,-0.318,-0.232,-0.49,15,1910-02-15
1910,3,-0.471,-0.237,-0.938,15,1910-03-15
1910,4,-0.344,-0.276,-0.479,15,1910-04-15
1910,5,-0.316,-0.316,-0.318,15,1910-05-15
1910,6,-0.297,-0.359,-0.174,15,1910-06-15
1910,7,-0.172,-0.099,-0.318,15,1910-07-15
1910,8,-0.134,-0.196,-0.012,15,1910-08-15
1910,9,-0.178,-0.27,0.006,15,1910-09-15
1910,10,-0.392,-0.191,-0.793,15,1910-10-15
1910,11,-0.834,-0.871,-0.76,15,1910-11-15
1910,12,-0.788,-0.831,-0.702,15,1910-12-15
1911,1,-0.678,-0.72,-0.593,15,1911-01-15
1911,2,-0.9,-0.954,-0.791,15,1911-02-15
1911,3,-0.884,-0.962,-0.729,15,1911-03-15
1911,4,-0.703,-0.644,-0.822,15,1911-04-15
1911,5,-0.406,-0.323,-0.571,15,1911-05-15
1911,6,-0.401,-0.122,-0.961,15,1911-06-15
1911,7,-0.209,-0.093,-0.439,15,1911-07-15
1911,8,-0.21,-0.072,-0.486,15,1911-08-15
1911,9,-0.28,-0.074,-0.692,15,1911-09-15
1911,10,-0.301,-0.215,-0.474,15,1911-10-15
1911,11,-0.117,-0.103,-0.147,15,1911-11-15
1911,12,-0.122,-0.066,-0.236,15,1911-12-15
1912,1,-0.42,-0.594,-0.072,15,1912-01-15
1912,2,-0.124,-0.183,-0.006,15,1912-02-15
1912,3,-0.72,-0.998,-0.162,15,1912-03-15
1912,4,-0.439,-0.495,-0.325,15,1912-04-15
1912,5,-0.266,-0.218,-0.362,15,1912-05-15
1912,6,-0.079,-0.023,-0.19,15,1912-06-15
1912,7,-0.628,-0.656,-0.573,15,1912-07-15
1912,8,-0.709,-0.855,-0.418,15,1912-08-15
1912,9,-0.643,-0.888,-0.155,15,1912-09-15
1912,10,-0.871,-1.233,-0.147,15,1912-10-15
1912,11,-0.607,-0.699,-0.422,15,1912-11-15
1912,12,-0.421,-0.531,-0.2,15,1912-12-15
1913,1,-0.363,-0.392,-0.305,15,1913-01-15
1913,2,-0.715,-0.926,-0.293,15,1913-02-15
1913,3,-0.651,-0.595,-0.763,15,1913-03-15
1913,4,-0.292,-0.341,-0.195,15,1913-04-15
1913,5,-0.812,-0.733,-0.969,15,1913-05-15
1913,6,-0.629,-0.574,-0.739,15,1913-06-15
1913,7,-0.337,-0.556,0.101,15,1913-07-15
1913,8,-0.163,-0.157,-0.176,15,1913-08-15
1913,9,-0.277,-0.274,-0.284,15,1913-09-15
1913,10,-0.326,-0.43,-0.118,15,1913-10-15
1913,11,0.081,0.205,-0.167,15,1913-11-15
1913,12,0.292,0.473,-0.071,15,1913-12-15
1914,1,0.423,0.621,0.027,15,1914-01-15
1914,2,0.15,0.165,0.12,15,1914-02-15
1914,3,-0.262,-0.438,0.088,15,1914-03-15
1914,4,-0.374,-0.584,0.046,15,1914-04-15
1914,5,-0.135,-0.157,-0.09,15,1914-05-15
1914,6,-0.089,-0.198,0.128,15,1914-06-15
1914,7,-0.166,-0.175,-0.146,15,1914-07-15
1914,8,-0.071,-0.093,-0.026,15,1914-08-15
1914,9,-0.161,-0.211,-0.061,15,1914-09-15
1914,10,0.029,0.019,0.049,15,1914-10-15
1914,11,-0.381,-0.48,-0.182,15,1914-11-15
1914,12,-0.24,-0.289,-0.14,15,1914-12-15
1915,1,-0.209,-0.19,-0.247,15,1915-01-15
1915,2,0.202,0.132,0.342,15,1915-02-15
1915,3,-0.584,-0.876,0.001,15,1915-03-15
1915,4,0.124,0.128,0.117,15,1915-04-15
1915,5,-0.204,-0.141,-0.331,15,1915-05-15
1915,6,-0.142,-0.102,-0.222,15,1915-06-15
1915,7,0.069,-0.088,0.381,15,1915-07-15
1915,8,-0.113,-0.138,-0.064,15,1915-08-15
1915,9,0.005,-0.169,0.354,15,1915-09-15
1915,10,-0.243,-0.35,-0.028,15,1915-10-15
1915,11,-0.052,-0.065,-0.026,15,1915-11-15
1915,12,-0.24,-0.24,-0.242,15,1915-12-15
1916,1,-0.02,0.101,-0.261,15,1916-01-15
1916,2,-0.081,-0.095,-0.054,15,1916-02-15
1916,3,-0.763,-1.022,-0.244,15,1916-03-15
1916,4,-0.374,-0.404,-0.314,15,1916-04-15
1916,5,-0.4,-0.511,-0.178,15,1916-05-15
1916,6,-0.512,-0.521,-0.494,15,1916-06-15
1916,7,-0.227,-0.03,-0.62,15,1916-07-15
1916,8,-0.181,-0.173,-0.198,15,1916-08-15
1916,9,-0.255,-0.411,0.056,15,1916-09-15
1916,10,-0.255,-0.242,-0.281,15,1916-10-15
1916,11,-0.45,-0.251,-0.848,15,1916-11-15
1916,12,-1.148,-1.375,-0.693,15,1916-12-15
1917,1,-0.681,-0.762,-0.521,15,1917-01-15
1917,2,-1.242,-1.329,-1.068,15,1917-02-15
1917,3,-1.197,-1.439,-0.714,15,1917-03-15
1917,4,-0.697,-0.717,-0.657,15,1917-04-15
1917,5,-1.086,-1.06,-1.137,15,1917-05-15
1917,6,-0.434,-0.383,-0.536,15,1917-06-15
1917,7,-0.08,-0.108,-0.023,15,1917-07-15
1917,8,-0.311,-0.12,-0.692,15,1917-08-15
1917,9,-0.119,-0.033,-0.291,15,1917-09-15
1917,10,-0.574,-0.665,-0.391,15,1917-10-15
1917,11,-0.352,-0.193,-0.669,15,1917-11-15
1917,12,-1.324,-1.72,-0.534,15,1917-12-15
1918,1,-0.807,-0.848,-0.723,15,1918-01-15
1918,2,-0.61,-0.532,-0.765,15,1918-02-15
1918,3,-0.609,-0.462,-0.903,15,1918-03-15
1918,4,-0.643,-0.739,-0.449,15,1918-04-15
1918,5,-0.825,-0.852,-0.77,15,1918-05-15
1918,6,-0.445,-0.544,-0.248,15,1918-06-15
1918,7,-0.425,-0.269,-0.738,15,1918-07-15
1918,8,-0.354,-0.279,-0.504,15,1918-08-15
1918,9,-0.219,-0.12,-0.416,15,1918-09-15
1918,10,0.138,0.278,-0.142,15,1918-10-15
1918,11,-0.308,-0.349,-0.225,15,1918-11-15
1918,12,-0.467,-0.676,-0.05,15,1918-12-15
1919,1,-0.236,-0.318,-0.073,15,1919-01-15
1919,2,-0.409,-0.545,-0.138,15,1919-02-15
1919,3,-0.639,-0.904,-0.11,15,1919-03-15
1919,4,-0.136,-0.318,0.228,15,1919-04-15
1919,5,-0.408,-0.622,0.021,15,1919-05-15
1919,6,-0.177,-0.307,0.084,15,1919-06-15
1919,7,-0.17,-0.179,-0.153,15,1919-07-15
1919,8,-0.115,0.023,-0.392,15,1919-08-15
1919,9,-0.053,0.186,-0.531,15,1919-09-15
1919,10,-0.185,-0.113,-0.327,15,1919-10-15
1919,11,-0.844,-1.079,-0.374,15,1919-11-15
1919,12,-0.551,-0.841,0.028,15,1919-12-15
1920,1,-0.093,0.01,-0.3,15,1920-01-15
1920,2,-0.421,-0.432,-0.399,15,1920-02-15
1920,3,-0.035,0.184,-0.475,15,1920-03-15
1920,4,-0.276,-0.303,-0.222,15,1920-04-15
1920,5,-0.189,-0.041,-0.485,15,1920-05-15
1920,6,-0.198,-0.179,-0.235,15,1920-06-15
1920,7,-0.069,0.029,-0.264,15,1920-07-15
1920,8,-0.136,-0.011,-0.385,15,1920-08-15
1920,9,-0.092,-0.056,-0.164,15,1920-09-15
1920,10,-0.42,-0.404,-0.452,15,1920-10-15
1920,11,-0.536,-0.68,-0.25,15,1920-11-15
1920,12,-0.652,-0.759,-0.437,15,1920-12-15
1921,1,0.243,0.627,-0.524,15,1921-01-15
1921,2,-0.122,-0.007,-0.352,15,1921-02-15
1921,3,-0.096,0.119,-0.526,15,1921-03-15
1921,4,-0.058,0.137,-0.448,15,1921-04-15
1921,5,0.012,-0.041,0.118,15,1921-05-15
1921,6,0.099,0.205,-0.114,15,1921-06-15
1921,7,0.004,0.168,-0.324,15,1921-07-15
1921,8,-0.346,-0.155,-0.726,15,1921-08-15
1921,9,-0.19,-0.16,-0.252,15,1921-09-15
1921,10,-0.177,-0.021,-0.488,15,1921-10-15
1921,11,-0.463,-0.536,-0.315,15,1921-11-15
1921,12,-0.192,-0.099,-0.379,15,1921-12-15
1922,1,-0.554,-0.63,-0.401,15,1922-01-15
1922,2,-0.635,-0.795,-0.313,15,1922-02-15
1922,3,-0.36,-0.34,-0.4,15,1922-03-15
1922,4,-0.111,-0.208,0.084,15,1922-04-15
1922,5,-0.185,0.001,-0.556,15,1922-05-15
1922,6,-0.139,0.038,-0.491,15,1922-06-15
1922,7,-0.188,-0.139,-0.286,15,1922-07-15
1922,8,-0.23,-0.116,-0.458,15,1922-08-15
1922,9,-0.188,-0.207,-0.151,15,1922-09-15
1922,10,-0.274,-0.214,-0.394,15,1922-10-15
1922,11,-0.127,-0.167,-0.046,15,1922-11-15
1922,12,-0.153,-0.061,-0.338,15,1922-12-15
1923,1,-0.11,0.056,-0.442,15,1923-01-15
1923,2,-0.539,-0.806,-0.006,15,1923-02-15
1923,3,-0.398,-0.567,-0.059,15,1923-03-15
1923,4,-0.722,-0.998,-0.171,15,1923-04-15
1923,5,-0.411,-0.465,-0.303,15,1923-05-15
1923,6,-0.253,-0.262,-0.234,15,1923-06-15
1923,7,-0.435,-0.194,-0.917,15,1923-07-15
1923,8,-0.38,-0.179,-0.783,15,1923-08-15
1923,9,-0.158,0.047,-0.568,15,1923-09-15
1923,10,0.051,0.404,-0.655,15,1923-10-15
1923,11,0.201,0.454,-0.304,15,1923-11-15
1923,12,0.155,0.361,-0.256,15,1923-12-15
1924,1,-0.502,-0.555,-0.395,15,1924-01-15
1924,2,-0.51,-0.459,-0.61,15,1924-02-15
1924,3,-0.377,-0.398,-0.337,15,1924-03-15
1924,4,-0.67,-0.598,-0.813,15,1924-04-15
1924,5,-0.308,-0.222,-0.481,15,1924-05-15
1924,6,-0.2,-0.18,-0.24,15,1924-06-15
1924,7,-0.167,-0.142,-0.216,15,1924-07-15
1924,8,-0.204,-0.049,-0.514,15,1924-08-15
1924,9,-0.042,0.016,-0.159,15,1924-09-15
1924,10,-0.136,0.002,-0.413,15,1924-10-15
1924,11,0.022,0.349,-0.632,15,1924-11-15
1924,12,-0.467,-0.427,-0.545,15,1924-12-15
1925,1,-0.343,-0.106,-0.819,15,1925-01-15
1925,2,-0.189,-0.066,-0.433,15,1925-02-15
1925,3,-0.342,-0.304,-0.417,15,1925-03-15
1925,4,-0.148,-0.091,-0.263,15,1925-04-15
1925,5,-0.376,-0.289,-0.551,15,1925-05-15
1925,6,-0.364,-0.251,-0.591,15,1925-06-15
1925,7,-0.406,-0.213,-0.792,15,1925-07-15
1925,8,-0.081,0.059,-0.362,15,1925-08-15
1925,9,-0.201,0.178,-0.959,15,1925-09-15
1925,10,-0.44,-0.307,-0.708,15,1925-10-15
1925,11,0.01,0.107,-0.184,15,1925-11-15
1925,12,0.211,0.272,0.089,15,1925-12-15
1926,1,0.533,0.839,-0.081,15,1926-01-15
1926,2,0.443,0.474,0.382,15,1926-02-15
1926,3,0.127,0.187,0.008,15,1926-03-15
1926,4,-0.291,-0.381,-0.111,15,1926-04-15
1926,5,-0.498,-0.369,-0.758,15,1926-05-15
1926,6,-0.185,-0.176,-0.203,15,1926-06-15
1926,7,-0.25,-0.24,-0.269,15,1926-07-15
1926,8,-0.022,-0.006,-0.054,15,1926-08-15
1926,9,-0.004,0.032,-0.077,15,1926-09-15
1926,10,-0.046,0.013,-0.164,15,1926-10-15
1926,11,0.156,0.272,-0.075,15,1926-11-15
1926,12,-0.461,-0.484,-0.416,15,1926-12-15
1927,1,-0.33,-0.399,-0.192,15,1927-01-15
1927,2,-0.116,-0.032,-0.285,15,1927-02-15
1927,3,-0.513,-0.675,-0.187,15,1927-03-15
1927,4,-0.423,-0.446,-0.378,15,1927-04-15
1927,5,-0.407,-0.276,-0.669,15,1927-05-15
1927,6,-0.2,-0.09,-0.419,15,1927-06-15
1927,7,-0.038,0.145,-0.403,15,1927-07-15
1927,8,-0.158,0.009,-0.49,15,1927-08-15
1927,9,0.042,0.223,-0.322,15,1927-09-15
1927,10,0.252,0.435,-0.113,15,1927-10-15
1927,11,-0.023,-0.022,-0.025,15,1927-11-15
1927,12,-0.761,-0.968,-0.349,15,1927-12-15
1928,1,0.087,0.378,-0.494,15,1928-01-15
1928,2,0.007,0.18,-0.338,15,1928-02-15
1928,3,-0.492,-0.7,-0.078,15,1928-03-15
1928,4,-0.267,-0.53,0.258,15,1928-04-15
1928,5,-0.329,-0.17,-0.648,15,1928-05-15
1928,6,-0.487,-0.446,-0.569,15,1928-06-15
1928,7,-0.107,-0.02,-0.282,15,1928-07-15
1928,8,-0.099,-0.11,-0.076,15,1928-08-15
1928,9,0.014,-0.052,0.146,15,1928-09-15
1928,10,-0.001,0.025,-0.054,15,1928-10-15
1928,11,0.087,0.12,0.02,15,1928-11-15
1928,12,0.036,0.163,-0.22,15,1928-12-15
1929,1,-0.674,-0.904,-0.215,15,1929-01-15
1929,2,-1.168,-1.702,-0.1,15,1929-02-15
1929,3,-0.524,-0.453,-0.667,15,1929-03-15
1929,4,-0.659,-0.669,-0.641,15,1929-04-15
1929,5,-0.48,-0.323,-0.794,15,1929-05-15
1929,6,-0.438,-0.402,-0.509,15,1929-06-15
1929,7,-0.433,-0.304,-0.691,15,1929-07-15
1929,8,-0.181,-0.031,-0.481,15,1929-08-15
1929,9,-0.248,-0.166,-0.411,15,1929-09-15
1929,10,0.045,0.16,-0.183,15,1929-10-15
1929,11,0.013,0.082,-0.125,15,1929-11-15
1929,12,-0.858,-0.965,-0.645,15,1929-12-15
1930,1,-0.246,-0.152,-0.433,15,1930-01-15
1930,2,-0.266,-0.302,-0.193,15,1930-02-15
1930,3,-0.072,0.064,-0.344,15,1930-03-15
1930,4,-0.193,-0.132,-0.314,15,1930-04-15
1930,5,-0.324,-0.304,-0.365,15,1930-05-15
1930,6,-0.069,-0.104,-0.001,15,1930-06-15
1930,7,-0.024,0.122,-0.315,15,1930-07-15
1930,8,0.05,0.369,-0.587,15,1930-08-15
1930,9,-0.121,-0.017,-0.328,15,1930-09-15
1930,10,-0.192,-0.019,-0.537,15,1930-10-15
1930,11,0.197,0.377,-0.164,15,1930-11-15
1930,12,-0.104,-0.016,-0.279,15,1930-12-15
1931,1,-0.121,-0.067,-0.228,15,1931-01-15
1931,2,-0.496,-0.721,-0.046,15,1931-02-15
1931,3,-0.27,-0.356,-0.099,15,1931-03-15
1931,4,-0.406,-0.394,-0.429,15,1931-04-15
1931,5,-0.327,-0.282,-0.417,15,1931-05-15
1931,6,0.024,0.188,-0.304,15,1931-06-15
1931,7,0.126,0.298,-0.218,15,1931-07-15
1931,8,0.14,0.326,-0.233,15,1931-08-15
1931,9,0.015,0.282,-0.52,15,1931-09-15
1931,10,0.239,0.531,-0.345,15,1931-10-15
1931,11,-0.028,0.367,-0.818,15,1931-11-15
1931,12,0.151,0.281,-0.107,15,1931-12-15
1932,1,0.762,1.028,0.23,15,1932-01-15
1932,2,-0.401,-0.501,-0.202,15,1932-02-15
1932,3,-0.566,-0.78,-0.138,15,1932-03-15
1932,4,0.058,0.127,-0.081,15,1932-04-15
1932,5,-0.214,-0.182,-0.278,15,1932-05-15
1932,6,-0.196,-0.095,-0.4,15,1932-06-15
1932,7,-0.084,-0.047,-0.159,15,1932-07-15
1932,8,-0.037,0.2,-0.511,15,1932-08-15
1932,9,0.146,0.313,-0.189,15,1932-09-15
1932,10,0.14,0.277,-0.134,15,1932-10-15
1932,11,-0.345,-0.529,0.025,15,1932-11-15
1932,12,-0.188,-0.161,-0.243,15,1932-12-15
1933,1,-0.532,-0.665,-0.267,15,1933-01-15
1933,2,-0.617,-0.854,-0.142,15,1933-02-15
