Year,Month,Global,NH,SH,Day,Date
1974,10,-0.322,-0.397,-0.173,15,1974-10-15
1974,11,-0.317,-0.352,-0.248,15,1974-11-15
1974,12,-0.356,-0.428,-0.214,15,1974-12-15
1975,1,0.054,0.203,-0.246,15,1975-01-15
1975,2,0.044,0.135,-0.137,15,1975-02-15
1975,3,0.029,0.117,-0.149,15,1975-03-15
1975,4,0.035,0.159,-0.212,15,1975-04-15
1975,5,0.072,0.04,0.137,15,1975-05-15
1975,6,-0.009,0.022,-0.069,15,1975-06-15
1975,7,-0.059,-0.042,-0.092,15,1975-07-15
1975,8,-0.18,-0.059,-0.422,15,1975-08-15
1975,9,0.005,0.042,-0.069,15,1975-09-15
1975,10,-0.186,-0.094,-0.369,15,1975-10-15
1975,11,-0.297,-0.324,-0.243,15,1975-11-15
1975,12,-0.317,-0.291,-0.371,15,1975-12-15
1976,1,-0.074,0.158,-0.538,15,1976-01-15
1976,2,-0.323,-0.246,-0.477,15,1976-02-15
1976,3,-0.661,-0.736,-0.51,15,1976-03-15
1976,4,-0.17,0.011,-0.532,15,1976-04-15
1976,5,-0.349,-0.304,-0.44,15,1976-05-15
1976,6,-0.302,-0.279,-0.347,15,1976-06-15
1976,7,-0.301,-0.352,-0.199,15,1976-07-15
1976,8,-0.332,-0.271,-0.455,15,1976-08-15
1976,9,-0.201,-0.098,-0.405,15,1976-09-15
1976,10,-0.669,-0.827,-0.355,15,1976-10-15
1976,11,-0.408,-0.568,-0.089,15,1976-11-15
1976,12,-0.302,-0.512,0.119,15,1976-12-15
1977,1,-0.213,-0.396,0.154,15,1977-01-15
1977,2,0.056,0.037,0.094,15,1977-02-15
1977,3,0.169,0.271,-0.035,15,1977-03-15
1977,4,0.237,0.355,0.001,15,1977-04-15
1977,5,0.18,0.282,-0.022,15,1977-05-15
1977,6,0.241,0.309,0.105,15,1977-06-15
1977,7,0.118,0.072,0.21,15,1977-07-15
1977,8,0.046,-0.039,0.214,15,1977-08-15
1977,9,-0.036,0.108,-0.323,15,1977-09-15
1977,10,-0.094,-0.175,0.068,15,1977-10-15
1977,11,0.362,0.507,0.071,15,1977-11-15
1977,12,0.028,0.009,0.066,15,1977-12-15
1978,1,-0.008,0.042,-0.109,15,1978-01-15
1978,2,-0.009,-0.092,0.159,15,1978-02-15
1978,3,0.103,0.099,0.112,15,1978-03-15
1978,4,0.051,0.034,0.086,15,1978-04-15
1978,5,-0.026,-0.111,0.145,15,1978-05-15
1978,6,-0.204,-0.254,-0.104,15,1978-06-15
1978,7,-0.066,-0.218,0.239,15,1978-07-15
1978,8,-0.292,-0.267,-0.341,15,1978-08-15
1978,9,-0.077,-0.077,-0.076,15,1978-09-15
1978,10,-0.1,-0.084,-0.132,15,1978-10-15
1978,11,0.12,0.238,-0.117,15,1978-11-15
1978,12,-0.107,-0.102,-0.118,15,1978-12-15
1979,1,-0.104,-0.218,0.125,15,1979-01-15
1979,2,-0.464,-0.695,-0.001,15,1979-02-15
1979,3,-0.018,-0.073,0.093,15,1979-03-15
1979,4,-0.189,-0.411,0.257,15,1979-04-15
1979,5,-0.131,-0.105,-0.184,15,1979-05-15
1979,6,0.072,0.058,0.102,15,1979-06-15
1979,7,-0.024,0.017,-0.107,15,1979-07-15
1979,8,0.03,-0.069,0.229,15,1979-08-15
1979,9,0.09,0.108,0.054,15,1979-09-15
1979,10,0.182,0.213,0.121,15,1979-10-15
1979,11,0.141,0.144,0.136,15,1979-11-15
1979,12,0.586,0.744,0.27,15,1979-12-15
1980,1,0.146,0.105,0.228,15,1980-01-15
1980,2,0.324,0.381,0.211,15,1980-02-15
1980,3,-0.008,-0.225,0.425,15,1980-03-15
1980,4,0.182,0.1,0.346,15,1980-04-15
1980,5,0.299,0.23,0.436,15,1980-05-15
1980,6,0.112,0.174,-0.012,15,1980-06-15
1980,7,0.097,0.075,0.14,15,1980-07-15
1980,8,0.104,0.042,0.228,15,1980-08-15
1980,9,0.098,0.025,0.244,15,1980-09-15
1980,10,0.14,0.148,0.126,15,1980-10-15
1980,11,0.215,0.252,0.141,15,1980-11-15
1980,12,0.065,-0.011,0.216,15,1980-12-15
1981,1,0.824,1.183,0.107,15,1981-01-15
1981,2,0.653,0.923,0.113,15,1981-02-15
1981,3,0.54,0.804,0.014,15,1981-03-15
1981,4,0.396,0.479,0.229,15,1981-04-15
1981,5,0.142,0.108,0.211,15,1981-05-15
1981,6,0.172,0.262,-0.009,15,1981-06-15
1981,7,0.152,0.092,0.272,15,1981-07-15
1981,8,0.309,0.274,0.38,15,1981-08-15
1981,9,0.108,0.123,0.077,15,1981-09-15
1981,10,0.068,0.205,-0.205,15,1981-10-15
1981,11,0.234,0.382,-0.062,15,1981-11-15
1981,12,0.502,0.662,0.181,15,1981-12-15
1982,1,-0.25,-0.465,0.18,15,1982-01-15
1982,2,0.13,0.153,0.086,15,1982-02-15
1982,3,-0.257,-0.314,-0.143,15,1982-03-15
1982,4,-0.005,0.04,-0.096,15,1982-04-15
1982,5,-0.027,-0.112,0.142,15,1982-05-15
1982,6,-0.145,-0.155,-0.124,15,1982-06-15
1982,7,0.041,0.065,-0.005,15,1982-07-15
1982,8,-0.059,-0.113,0.05,15,1982-08-15
1982,9,0.004,0.081,-0.149,15,1982-09-15
1982,10,-0.15,-0.121,-0.207,15,1982-10-15
1982,11,-0.161,-0.385,0.286,15,1982-11-15
1982,12,0.357,0.368,0.334,15,1982-12-15
1983,1,0.612,0.703,0.429,15,1983-01-15
1983,2,0.403,0.335,0.539,15,1983-02-15
1983,3,0.337,0.335,0.341,15,1983-03-15
1983,4,0.134,0.021,0.362,15,1983-04-15
1983,5,0.144,-0.076,0.583,15,1983-05-15
1983,6,0.102,0.077,0.151,15,1983-06-15
1983,7,0.188,0.316,-0.069,15,1983-07-15
1983,8,0.318,0.372,0.21,15,1983-08-15
1983,9,0.422,0.397,0.471,15,1983-09-15
1983,10,0.148,0.16,0.124,15,1983-10-15
1983,11,0.496,0.726,0.036,15,1983-11-15
1983,12,0.102,0.111,0.085,15,1983-12-15
1984,1,0.154,0.295,-0.128,15,1984-01-15
1984,2,-0.119,-0.197,0.038,15,1984-02-15
1984,3,0.067,0.055,0.09,15,1984-03-15
1984,4,-0.137,-0.162,-0.086,15,1984-04-15
1984,5,0.273,0.283,0.253,15,1984-05-15
1984,6,0.017,0.154,-0.256,15,1984-06-15
1984,7,0.04,0.083,-0.045,15,1984-07-15
1984,8,0.055,0.08,0.004,15,1984-08-15
1984,9,-0.076,-0.171,0.116,15,1984-09-15
1984,10,0.106,0.096,0.126,15,1984-10-15
1984,11,-0.123,-0.225,0.081,15,1984-11-15
1984,12,-0.416,-0.657,0.064,15,1984-12-15
1985,1,0.105,0.041,0.234,15,1985-01-15
1985,2,-0.265,-0.451,0.107,15,1985-02-15
1985,3,-0.083,-0.233,0.217,15,1985-03-15
1985,4,-0.062,-0.128,0.071,15,1985-04-15
1985,5,0.037,0.076,-0.043,15,1985-05-15
1985,6,0.028,-0.007,0.097,15,1985-06-15
1985,7,-0.16,-0.194,-0.091,15,1985-07-15
1985,8,0.117,0.03,0.289,15,1985-08-15
1985,9,0.004,-0.031,0.075,15,1985-09-15
1985,10,0.029,0.051,-0.014,15,1985-10-15
1985,11,-0.005,-0.044,0.073,15,1985-11-15
1985,12,0.086,0.127,0.003,15,1985-12-15
1986,1,0.378,0.507,0.121,15,1986-01-15
1986,2,0.351,0.377,0.299,15,1986-02-15
1986,3,0.189,0.179,0.209,15,1986-03-15
1986,4,0.228,0.2,0.284,15,1986-04-15
1986,5,0.179,0.17,0.197,15,1986-05-15
1986,6,0.065,0.118,-0.042,15,1986-06-15
1986,7,-0.062,-0.084,-0.018,15,1986-07-15
1986,8,0.02,-0.005,0.071,15,1986-08-15
1986,9,-0.123,-0.147,-0.075,15,1986-09-15
1986,10,-0.03,-0.021,-0.047,15,1986-10-15
1986,11,-0.062,-0.082,-0.022,15,1986-11-15
1986,12,0.015,-0.03,0.105,15,1986-12-15
1987,1,0.213,0.161,0.316,15,1987-01-15
1987,2,0.571,0.703,0.306,15,1987-02-15
1987,3,-0.093,-0.258,0.238,15,1987-03-15
1987,4,0.162,-0.013,0.51,15,1987-04-15
1987,5,0.134,0.157,0.089,15,1987-05-15
1987,6,0.226,0.108,0.463,15,1987-06-15
1987,7,0.359,0.314,0.45,15,1987-07-15
1987,8,0.135,0.238,-0.07,15,1987-08-15
1987,9,0.266,0.375,0.047,15,1987-09-15
1987,10,0.246,0.18,0.377,15,1987-10-15
1987,11,0.082,-0.134,0.514,15,1987-11-15
1987,12,0.469,0.537,0.333,15,1987-12-15
1988,1,0.612,0.679,0.478,15,1988-01-15
1988,2,0.325,0.374,0.226,15,1988-02-15
1988,3,0.41,0.329,0.574,15,1988-03-15
1988,4,0.303,0.351,0.206,15,1988-04-15
1988,5,0.404,0.462,0.289,15,1988-05-15
1988,6,0.456,0.508,0.352,15,1988-06-15
1988,7,0.349,0.483,0.081,15,1988-07-15
1988,8,0.333,0.311,0.375,15,1988-08-15
1988,9,0.409,0.359,0.508,15,1988-09-15
1988,10,0.38,0.313,0.515,15,1988-10-15
1988,11,0.037,0.016,0.08,15,1988-11-15
1988,12,0.422,0.647,-0.03,15,1988-12-15
1989,1,-0.01,0.025,-0.079,15,1989-01-15
1989,2,0.457,0.674,0.024,15,1989-02-15
1989,3,0.356,0.549,-0.03,15,1989-03-15
1989,4,0.238,0.377,-0.04,15,1989-04-15
1989,5,0.114,0.205,-0.069,15,1989-05-15
1989,6,0.143,0.205,0.018,15,1989-06-15
1989,7,0.227,0.3,0.083,15,1989-07-15
1989,8,0.237,0.262,0.189,15,1989-08-15
1989,9,0.275,0.267,0.291,15,1989-09-15
1989,10,0.299,0.319,0.26,15,1989-10-15
1989,11,0.026,-0.017,0.113,15,1989-11-15
1989,12,0.334,0.397,0.206,15,1989-12-15
1990,1,0.37,0.448,0.212,15,1990-01-15
1990,2,0.426,0.584,0.111,15,1990-02-15
1990,3,1.171,1.624,0.266,15,1990-03-15
1990,4,0.659,0.874,0.23,15,1990-04-15
1990,5,0.445,0.524,0.287,15,1990-05-15
1990,6,0.463,0.633,0.122,15,1990-06-15
1990,7,0.366,0.328,0.444,15,1990-07-15
1990,8,0.345,0.469,0.097,15,1990-08-15
1990,9,0.224,0.385,-0.097,15,1990-09-15
1990,10,0.467,0.481,0.439,15,1990-10-15
1990,11,0.52,0.482,0.594,15,1990-11-15
1990,12,0.357,0.343,0.386,15,1990-12-15
1991,1,0.494,0.647,0.189,15,1991-01-15
1991,2,0.545,0.635,0.366,15,1991-02-15
1991,3,0.277,0.313,0.203,15,1991-03-15
1991,4,0.545,0.654,0.328,15,1991-04-15
1991,5,0.298,0.312,0.269,15,1991-05-15
1991,6,0.567,0.551,0.598,15,1991-06-15
1991,7,0.471,0.544,0.325,15,1991-07-15
1991,8,0.385,0.45,0.254,15,1991-08-15
1991,9,0.42,0.443,0.373,15,1991-09-15
1991,10,0.334,0.445,0.112,15,1991-10-15
1991,11,0.275,0.403,0.021,15,1991-11-15
1991,12,0.141,0.177,0.069,15,1991-12-15
1992,1,0.654,0.897,0.169,15,1992-01-15
1992,2,0.463,0.641,0.107,15,1992-02-15
1992,3,0.419,0.457,0.342,15,1992-03-15
1992,4,0.061,-0.047,0.277,15,1992-04-15
1992,5,0.075,0.017,0.189,15,1992-05-15
1992,6,0.029,-0.142,0.371,15,1992-06-15
1992,7,-0.261,-0.316,-0.151,15,1992-07-15
1992,8,-0.126,-0.171,-0.034,15,1992-08-15
1992,9,-0.258,-0.339,-0.095,15,1992-09-15
1992,10,-0.19,-0.314,0.057,15,1992-10-15
1992,11,-0.212,-0.208,-0.221,15,1992-11-15
1992,12,0.15,0.279,-0.107,15,1992-12-15
1993,1,0.392,0.529,0.119,15,1993-01-15
1993,2,0.458,0.769,-0.166,15,1993-02-15
1993,3,0.322,0.411,0.146,15,1993-03-15
1993,4,0.189,0.154,0.258,15,1993-04-15
1993,5,0.226,0.24,0.199,15,1993-05-15
1993,6,0.181,0.245,0.053,15,1993-06-15
1993,7,0.153,0.114,0.231,15,1993-07-15
1993,8,0.049,0.044,0.061,15,1993-08-15
1993,9,-0.095,-0.124,-0.037,15,1993-09-15
1993,10,0.147,0.129,0.184,15,1993-10-15
1993,11,-0.247,-0.463,0.184,15,1993-11-15
1993,12,0.185,0.244,0.068,15,1993-12-15
1994,1,0.269,0.308,0.192,15,1994-01-15
1994,2,-0.147,-0.186,-0.07,15,1994-02-15
1994,3,0.26,0.439,-0.098,15,1994-03-15
1994,4,0.414,0.599,0.046,15,1994-04-15
1994,5,0.315,0.402,0.143,15,1994-05-15
1994,6,0.433,0.487,0.326,15,1994-06-15
1994,7,0.226,0.402,-0.125,15,1994-07-15
1994,8,0.231,0.375,-0.057,15,1994-08-15
1994,9,0.319,0.327,0.301,15,1994-09-15
1994,10,0.46,0.628,0.122,15,1994-10-15
1994,11,0.505,0.567,0.38,15,1994-11-15
1994,12,0.359,0.326,0.426,15,1994-12-15
1995,1,0.742,1.039,0.146,15,1995-01-15
1995,2,1.185,1.702,0.152,15,1995-02-15
1995,3,0.44,0.591,0.138,15,1995-03-15
1995,4,0.62,0.88,0.1,15,1995-04-15
1995,5,0.353,0.483,0.094,15,1995-05-15
1995,6,0.528,0.678,0.23,15,1995-06-15
1995,7,0.447,0.398,0.545,15,1995-07-15
1995,8,0.572,0.682,0.352,15,1995-08-15
1995,9,0.466,0.539,0.321,15,1995-09-15
1995,10,0.674,0.861,0.299,15,1995-10-15
1995,11,0.589,0.735,0.298,15,1995-11-15
1995,12,0.179,0.2,0.138,15,1995-12-15
1996,1,0.245,0.33,0.075,15,1996-01-15
1996,2,0.561,0.73,0.224,15,1996-02-15
1996,3,0.252,0.267,0.221,15,1996-03-15
1996,4,0.091,0.06,0.152,15,1996-04-15
1996,5,0.286,0.346,0.166,15,1996-05-15
1996,6,0.223,0.246,0.177,15,1996-06-15
1996,7,0.307,0.329,0.263,15,1996-07-15
1996,8,0.311,0.112,0.709,15,1996-08-15
1996,9,0.146,0.004,0.43,15,1996-09-15
1996,10,0.13,0.022,0.347,15,1996-10-15
1996,11,0.36,0.441,0.196,15,1996-11-15
1996,12,0.408,0.517,0.19,15,1996-12-15
1997,1,0.372,0.526,0.064,15,1997-01-15
1997,2,0.525,0.785,0.004,15,1997-02-15
1997,3,0.554,0.852,-0.041,15,1997-03-15
1997,4,0.389,0.575,0.018,15,1997-04-15
1997,5,0.32,0.447,0.066,15,1997-05-15
1997,6,0.55,0.582,0.486,15,1997-06-15
1997,7,0.32,0.398,0.164,15,1997-07-15
1997,8,0.434,0.527,0.247,15,1997-08-15
1997,9,0.484,0.497,0.46,15,1997-09-15
1997,10,0.611,0.727,0.379,15,1997-10-15
1997,11,0.614,0.601,0.64,15,1997-11-15
1997,12,0.563,0.522,0.644,15,1997-12-15
1998,1,0.669,0.663,0.682,15,1998-01-15
1998,2,1.224,1.378,0.915,15,1998-02-15
1998,3,0.787,0.768,0.826,15,1998-03-15
1998,4,0.998,1.206,0.582,15,1998-04-15
1998,5,0.807,0.809,0.804,15,1998-05-15
1998,6,0.936,0.943,0.924,15,1998-06-15
1998,7,0.963,0.999,0.89,15,1998-07-15
1998,8,0.887,0.941,0.777,15,1998-08-15
1998,9,0.706,0.842,0.434,15,1998-09-15
1998,10,0.66,0.702,0.574,15,1998-10-15
1998,11,0.445,0.488,0.359,15,1998-11-15
1998,12,0.839,1.113,0.291,15,1998-12-15
1999,1,0.698,0.863,0.369,15,1999-01-15
1999,2,1.113,1.524,0.292,15,1999-02-15
1999,3,0.251,0.203,0.346,15,1999-03-15
1999,4,0.455,0.763,-0.161,15,1999-04-15
1999,5,0.37,0.431,0.249,15,1999-05-15
1999,6,0.469,0.478,0.45,15,1999-06-15
1999,7,0.449,0.513,0.322,15,1999-07-15
1999,8,0.439,0.472,0.373,15,1999-08-15
1999,9,0.561,0.683,0.317,15,1999-09-15
1999,10,0.521,0.617,0.33,15,1999-10-15
1999,11,0.463,0.742,-0.096,15,1999-11-15
1999,12,0.663,1.06,-0.131,15,1999-12-15
2000,1,0.275,0.492,-0.159,15,2000-01-15
2000,2,0.938,1.392,0.03,15,2000-02-15
2000,3,0.753,1.145,-0.031,15,2000-03-15
2000,4,0.895,1.281,0.124,15,2000-04-15
2000,5,0.457,0.718,-0.065,15,2000-05-15
2000,6,0.457,0.516,0.339,15,2000-06-15
2000,7,0.433,0.558,0.181,15,2000-07-15
2000,8,0.499,0.612,0.272,15,2000-08-15
2000,9,0.382,0.402,0.343,15,2000-09-15
2000,10,0.278,0.325,0.183,15,2000-10-15
2000,11,0.178,0.177,0.18,15,2000-11-15
2000,12,0.254,0.309,0.143,15,2000-12-15
2001,1,0.647,0.849,0.243,15,2001-01-15
2001,2,0.55,0.611,0.428,15,2001-02-15
2001,3,0.722,0.985,0.196,15,2001-03-15
2001,4,0.598,0.799,0.197,15,2001-04-15
2001,5,0.698,0.928,0.239,15,2001-05-15
2001,6,0.547,0.607,0.427,15,2001-06-15
2001,7,0.627,0.783,0.316,15,2001-07-15
2001,8,0.737,0.887,0.437,15,2001-08-15
2001,9,0.618,0.655,0.543,15,2001-09-15
2001,10,0.624,0.78,0.31,15,2001-10-15
2001,11,1.056,1.417,0.334,15,2001-11-15
2001,12,0.703,0.92,0.269,15,2001-12-15
2002,1,1.103,1.498,0.314,15,2002-01-15
2002,2,1.199,1.709,0.18,15,2002-02-15
2002,3,1.192,1.497,0.583,15,2002-03-15
2002,4,0.707,0.65,0.821,15,2002-04-15
2002,5,0.619,0.542,0.773,15,2002-05-15
2002,6,0.647,0.853,0.236,15,2002-06-15
2002,7,0.82,0.898,0.664,15,2002-07-15
2002,8,0.642,0.68,0.568,15,2002-08-15
2002,9,0.706,0.789,0.539,15,2002-09-15
2002,10,0.575,0.556,0.613,15,2002-10-15
2002,11,0.774,0.918,0.487,15,2002-11-15
2002,12,0.416,0.406,0.437,15,2002-12-15
2003,1,1.033,1.27,0.561,15,2003-01-15
2003,2,0.652,0.684,0.588,15,2003-02-15
2003,3,0.591,0.688,0.398,15,2003-03-15
2003,4,0.672,0.792,0.432,15,2003-04-15
2003,5,0.814,0.955,0.531,15,2003-05-15
2003,6,0.636,0.631,0.647,15,2003-06-15
2003,7,0.624,0.752,0.37,15,2003-07-15
2003,8,0.832,1.059,0.38,15,2003-08-15
2003,9,0.791,0.917,0.539,15,2003-09-15
2003,10,0.968,1.274,0.355,15,2003-10-15
2003,11,0.706,0.847,0.422,15,2003-11-15
2003,12,1.065,1.354,0.488,15,2003-12-15
2004,1,0.734,0.819,0.564,15,2004-01-15
2004,2,1.024,1.314,0.444,15,2004-02-15
2004,3,0.875,1.122,0.382,15,2004-03-15
2004,4,0.733,0.859,0.48,15,2004-04-15
2004,5,0.331,0.523,-0.051,15,2004-05-15
2004,6,0.446,0.465,0.407,15,2004-06-15
2004,7,0.315,0.498,-0.051,15,2004-07-15
2004,8,0.467,0.551,0.299,15,2004-08-15
2004,9,0.559,0.648,0.381,15,2004-09-15
2004,10,0.751,0.783,0.688,15,2004-10-15
2004,11,1.043,1.306,0.516,15,2004-11-15
2004,12,0.474,0.43,0.562,15,2004-12-15
2005,1,1.009,1.184,0.661,15,2005-01-15
2005,2,0.705,0.705,0.705,15,2005-02-15
2005,3,0.953,1.105,0.648,15,2005-03-15
2005,4,1.022,1.241,0.583,15,2005-04-15
2005,5,0.751,0.901,0.451,15,2005-05-15
2005,6,0.862,0.956,0.675,15,2005-06-15
2005,7,0.769,0.911,0.485,15,2005-07-15
2005,8,0.703,0.764,0.58,15,2005-08-15
2005,9,1.0,1.181,0.638,15,2005-09-15
2005,10,1.13,1.339,0.714,15,2005-10-15
2005,11,1.203,1.549,0.511,15,2005-11-15
2005,12,0.906,1.121,0.474,15,2005-12-15
2006,1,0.7,0.776,0.548,15,2006-01-15
2006,2,1.051,1.338,0.477,15,2006-02-15
2006,3,0.814,1.023,0.396,15,2006-03-15
2006,4,0.643,0.787,0.355,15,2006-04-15
2006,5,0.582,0.967,-0.187,15,2006-05-15
2006,6,0.841,1.093,0.336,15,2006-06-15
2006,7,0.706,0.818,0.481,15,2006-07-15
2006,8,0.784,0.891,0.569,15,2006-08-15
2006,9,0.792,0.975,0.426,15,2006-09-15
2006,10,1.02,1.235,0.589,15,2006-10-15
2006,11,0.976,1.177,0.574,15,2006-11-15
2006,12,1.281,1.726,0.39,15,2006-12-15
2007,1,1.657,2.18,0.61,15,2007-01-15
2007,2,1.0,1.245,0.511,15,2007-02-15
2007,3,0.963,1.213,0.464,15,2007-03-15
2007,4,1.179,1.502,0.533,15,2007-04-15
2007,5,0.826,0.919,0.639,15,2007-05-15
2007,6,0.685,0.873,0.309,15,2007-06-15
2007,7,0.697,0.883,0.325,15,2007-07-15
2007,8,0.846,1.054,0.43,15,2007-08-15
2007,9,0.838,0.872,0.768,15,2007-09-15
2007,10,1.009,1.205,0.618,15,2007-10-15
2007,11,0.854,1.119,0.325,15,2007-11-15
2007,12,0.836,1.152,0.204,15,2007-12-15
2008,1,0.374,0.384,0.355,15,2008-01-15
2008,2,0.465,0.662,0.071,15,2008-02-15
2008,3,1.146,1.608,0.223,15,2008-03-15
2008,4,0.632,0.904,0.089,15,2008-04-15
2008,5,0.556,0.809,0.051,15,2008-05-15
2008,6,0.586,0.793,0.172,15,2008-06-15
2008,7,0.742,0.754,0.717,15,2008-07-15
2008,8,0.557,0.726,0.219,15,2008-08-15
2008,9,0.685,0.655,0.743,15,2008-09-15
2008,10,1.004,1.154,0.702,15,2008-10-15
2008,11,1.057,1.303,0.566,15,2008-11-15
2008,12,0.755,0.924,0.417,15,2008-12-15
2009,1,0.898,1.124,0.445,15,2009-01-15
2009,2,0.785,0.989,0.376,15,2009-02-15
2009,3,0.614,0.661,0.52,15,2009-03-15
2009,4,0.821,0.96,0.544,15,2009-04-15
2009,5,0.643,0.696,0.536,15,2009-05-15
2009,6,0.682,0.716,0.614,15,2009-06-15
2009,7,0.656,0.683,0.602,15,2009-07-15
2009,8,0.822,0.778,0.911,15,2009-08-15
2009,9,1.031,1.137,0.818,15,2009-09-15
2009,10,0.791,0.937,0.497,15,2009-10-15
2009,11,0.914,0.962,0.817,15,2009-11-15
2009,12,0.671,0.716,0.583,15,2009-12-15
2010,1,0.903,1.027,0.655,15,2010-01-15
2010,2,1.047,1.165,0.811,15,2010-02-15
2010,3,1.185,1.354,0.845,15,2010-03-15
2010,4,1.156,1.425,0.619,15,2010-04-15
2010,5,1.022,1.169,0.728,15,2010-05-15
2010,6,0.971,1.13,0.654,15,2010-06-15
2010,7,0.956,1.184,0.501,15,2010-07-15
2010,8,0.904,1.181,0.349,15,2010-08-15
2010,9,0.837,0.94,0.632,15,2010-09-15
2010,10,1.029,1.298,0.49,15,2010-10-15
2010,11,1.331,1.863,0.268,15,2010-11-15
2010,12,0.607,0.793,0.233,15,2010-12-15
2011,1,0.656,0.772,0.424,15,2011-01-15
2011,2,0.519,0.65,0.255,15,2011-02-15
2011,3,0.73,1.043,0.104,15,2011-03-15
2011,4,0.914,1.262,0.219,15,2011-04-15
2011,5,0.57,0.842,0.026,15,2011-05-15
2011,6,0.804,1.051,0.309,15,2011-06-15
2011,7,0.863,1.003,0.585,15,2011-07-15
2011,8,0.862,0.976,0.635,15,2011-08-15
2011,9,0.88,1.081,0.48,15,2011-09-15
2011,10,1.054,1.38,0.401,15,2011-10-15
2011,11,0.81,0.941,0.549,15,2011-11-15
2011,12,0.957,1.28,0.311,15,2011-12-15
2012,1,0.627,0.817,0.247,15,2012-01-15
2012,2,0.563,0.738,0.212,15,2012-02-15
2012,3,0.633,0.843,0.212,15,2012-03-15
2012,4,1.07,1.524,0.16,15,2012-04-15
2012,5,1.005,1.358,0.299,15,2012-05-15
2012,6,0.983,1.342,0.265,15,2012-06-15
2012,7,0.803,1.161,0.087,15,2012-07-15
2012,8,0.867,1.03,0.541,15,2012-08-15
2012,9,0.944,1.1,0.632,15,2012-09-15
2012,10,0.991,1.133,0.708,15,2012-10-15
2012,11,1.039,1.186,0.746,15,2012-11-15
2012,12,0.443,0.305,0.719,15,2012-12-15
2013,1,0.987,1.091,0.777,15,2013-01-15
2013,2,0.887,1.117,0.425,15,2013-02-15
2013,3,0.755,0.903,0.457,15,2013-03-15
2013,4,0.702,0.806,0.495,15,2013-04-15
2013,5,0.767,0.971,0.359,15,2013-05-15
2013,6,0.958,1.013,0.846,15,2013-06-15
2013,7,0.711,0.777,0.579,15,2013-07-15
2013,8,0.788,0.896,0.572,15,2013-08-15
2013,9,0.889,0.782,1.105,15,2013-09-15
2013,10,0.964,1.097,0.7,15,2013-10-15
2013,11,1.154,1.458,0.545,15,2013-11-15
2013,12,0.913,1.058,0.624,15,2013-12-15
2014,1,1.019,1.271,0.515,15,2014-01-15
2014,2,0.614,0.83,0.181,15,2014-02-15
2014,3,1.057,1.533,0.104,15,2014-03-15
2014,4,1.098,1.44,0.413,15,2014-04-15
2014,5,1.008,1.086,0.852,15,2014-05-15
2014,6,0.873,0.971,0.677,15,2014-06-15
2014,7,0.709,0.839,0.448,15,2014-07-15
2014,8,0.85,0.991,0.567,15,2014-08-15
2014,9,0.895,0.854,0.977,15,2014-09-15
2014,10,1.052,1.106,0.944,15,2014-10-15
2014,11,0.799,0.886,0.624,15,2014-11-15
2014,12,1.121,1.437,0.489,15,2014-12-15
2015,1,1.204,1.605,0.4,15,2015-01-15
2015,2,1.194,1.475,0.633,15,2015-02-15
2015,3,1.32,1.675,0.609,15,2015-03-15
2015,4,0.941,1.237,0.347,15,2015-04-15
2015,5,0.968,1.196,0.514,15,2015-05-15
2015,6,1.051,1.219,0.714,15,2015-06-15
2015,7,0.788,0.93,0.506,15,2015-07-15
2015,8,0.952,1.051,0.753,15,2015-08-15
2015,9,1.027,1.299,0.483,15,2015-09-15
2015,10,1.288,1.376,1.11,15,2015-10-15
2015,11,1.419,1.665,0.926,15,2015-11-15
2015,12,1.733,2.129,0.941,15,2015-12-15
2016,1,1.6,1.994,0.814,15,2016-01-15
2016,2,2.134,2.703,0.995,15,2016-02-15
2016,3,1.978,2.506,0.923,15,2016-03-15
2016,4,1.63,2.035,0.818,15,2016-04-15
2016,5,1.198,1.384,0.826,15,2016-05-15
2016,6,1.109,1.415,0.497,15,2016-06-15
2016,7,1.04,1.241,0.639,15,2016-07-15
2016,8,1.286,1.43,0.996,15,2016-08-15
2016,9,1.237,1.552,0.606,15,2016-09-15
2016,10,1.032,1.206,0.683,15,2016-10-15
2016,11,1.052,1.163,0.83,15,2016-11-15
2016,12,1.166,1.356,0.787,15,2016-12-15
2017,1,1.459,1.846,0.684,15,2017-01-15
2017,2,1.686,2.149,0.76,15,2017-02-15
2017,3,1.615,2.045,0.756,15,2017-03-15
2017,4,1.153,1.533,0.393,15,2017-04-15
2017,5,0.989,1.033,0.901,15,2017-05-15
2017,6,0.92,1.083,0.593,15,2017-06-15
2017,7,1.057,1.069,1.034,15,2017-07-15
2017,8,1.067,1.144,0.912,15,2017-08-15
2017,9,1.05,1.148,0.853,15,2017-09-15
2017,10,1.124,1.205,0.962,15,2017-10-15
2017,11,1.053,1.299,0.559,15,2017-11-15
2017,12,1.359,1.711,0.656,15,2017-12-15
2018,1,1.099,1.35,0.596,15,2018-01-15
2018,2,1.153,1.446,0.566,15,2018-02-15
2018,3,1.144,1.399,0.636,15,2018-03-15
2018,4,1.188,1.188,1.187,15,2018-04-15
2018,5,0.973,1.082,0.755,15,2018-05-15
2018,6,0.944,1.095,0.641,15,2018-06-15
2018,7,1.034,1.166,0.769,15,2018-07-15
2018,8,0.887,1.033,0.596,15,2018-08-15
2018,9,0.914,1.011,0.72,15,2018-09-15
